Customer ID,Full Name,Date of Purchase,Age,State,REGION,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0233,John Benjamin,Feb-25,62,Nasarawa,North Central,Mobile SIM Card,Male,1,Poor,7,12.5GB Monthly Plan,"?5,500.00",14,"?77,000.00",28.52,No,
CUST0233,John Benjamin,Feb-25,62,Nasarawa,North Central,4G Router,Male,1,Poor,7,65GB Monthly Plan,"?16,000.00",7,"?112,000.00",51.23,No,
CUST0234,Bala Hardin,Feb-25,31,Kebbi,North West,Broadband MiFi,Male,3,Good,30,60GB Monthly Broadband Plan,"?14,500.00",19,"?275,500.00",91.75,Yes,Fast Data Consumption
CUST0235,Michael Savage,Jan-25,33,Yobe,North East,Mobile SIM Card,Male,5,Excellent,34,1.5GB 2-Day Plan,?600.00,5,"?3,000.00",146.23,No,
CUST0235,Michael Savage,Jan-25,33,Yobe,North East,5G Broadband Router,Male,5,Excellent,34,150GB FUP Monthly Unlimited,"?20,000.00",20,"?400,000.00",77.79,No,
CUST0235,Michael Savage,Jan-25,33,Yobe,North East,Broadband MiFi,Male,5,Excellent,34,120GB Monthly Broadband Plan,"?24,000.00",17,"?408,000.00",176.6,No,
CUST0236,Omamuzo Stephenson,Mar-25,69,Imo,South East,Mobile SIM Card,Female,3,Good,26,165GB Monthly Plan,"?35,000.00",17,"?595,000.00",120.7,No,
CUST0237,Maryam Moore,Mar-25,56,Ondo,South West,4G Router,Male,3,Good,14,25GB Monthly Plan,"?9,000.00",12,"?108,000.00",142.22,No,
CUST0238,John Patel,Feb-25,69,Adamawa,North East,Mobile SIM Card,Female,1,Poor,57,1.5GB 2-Day Plan,?600.00,2,"?1,200.00",11.09,No,
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),North Central,5G Broadband Router,Female,2,Fair,44,200GB Monthly Broadband Plan,"?25,000.00",4,"?100,000.00",162.9,No,
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),North Central,Broadband MiFi,Female,2,Fair,44,120GB Monthly Broadband Plan,"?24,000.00",18,"?432,000.00",173.67,No,
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),North Central,Mobile SIM Card,Female,2,Fair,44,500MB Daily Plan,?350.00,18,"?6,300.00",148.61,No,
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,North West,5G Broadband Router,Female,4,Very Good,45,30GB Monthly Broadband Plan,"?9,000.00",7,"?63,000.00",148.86,No,
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,North West,Mobile SIM Card,Female,4,Very Good,45,12.5GB Monthly Plan,"?5,500.00",12,"?66,000.00",166.08,No,
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,North West,Broadband MiFi,Female,4,Very Good,45,120GB Monthly Broadband Plan,"?24,000.00",20,"?480,000.00",109.55,No,
CUST0241,Bala Calhoun,Jan-25,40,Cross River,South South,Broadband MiFi,Female,2,Fair,12,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",56.18,No,
CUST0241,Bala Calhoun,Jan-25,40,Cross River,South South,4G Router,Female,2,Fair,12,10GB+10mins Monthly Plan,"?4,500.00",9,"?40,500.00",32.61,No,
CUST0241,Bala Calhoun,Jan-25,40,Cross River,South South,Mobile SIM Card,Female,2,Fair,12,2.5GB 2-Day Plan,?900.00,5,"?4,500.00",66.45,No,
CUST0242,Bola Miller,Mar-25,35,Niger,North Central,5G Broadband Router,Male,4,Very Good,50,60GB Monthly Broadband Plan,"?14,500.00",17,"?246,500.00",191.42,No,
CUST0242,Bola Miller,Mar-25,35,Niger,North Central,Broadband MiFi,Male,4,Very Good,50,30GB Monthly Broadband Plan,"?9,000.00",6,"?54,000.00",157.36,No,
CUST0242,Bola Miller,Mar-25,35,Niger,North Central,4G Router,Male,4,Very Good,50,165GB Monthly Plan,"?35,000.00",13,"?455,000.00",108.84,No,
CUST0243,Chinedu Elliott,Mar-25,60,Osun,South West,Mobile SIM Card,Male,3,Good,43,16.5GB+10mins Monthly Plan,"?6,500.00",1,"?6,500.00",164.83,No,
CUST0244,Ifeanyi Austin,Feb-25,60,Nasarawa,North Central,Mobile SIM Card,Male,1,Poor,58,20GB Monthly Plan,"?7,500.00",10,"?75,000.00",51.69,No,
CUST0244,Ifeanyi Austin,Feb-25,60,Nasarawa,North Central,Broadband MiFi,Male,1,Poor,58,30GB Monthly Broadband Plan,"?9,000.00",12,"?108,000.00",182.31,No,
CUST0245,Michael Jones,Feb-25,73,Yobe,North East,4G Router,Male,3,Good,19,65GB Monthly Plan,"?16,000.00",7,"?112,000.00",125.57,No,
CUST0246,Fatima Foster,Feb-25,70,Anambra,South East,Broadband MiFi,Male,1,Poor,35,60GB Monthly Broadband Plan,"?14,500.00",2,"?29,000.00",143.52,No,
CUST0247,Chinedu Yates,Mar-25,25,Oyo,South West,5G Broadband Router,Male,5,Excellent,51,450GB 3-Month Broadband Plan,"?75,000.00",13,"?975,000.00",77.91,Yes,Better Offers from Competitors
CUST0248,Boma Peterson,Jan-25,56,Kano,North West,Broadband MiFi,Female,5,Excellent,44,30GB Monthly Broadband Plan,"?9,000.00",17,"?153,000.00",71.86,Yes,High Call Tarriffs
CUST0248,Boma Peterson,Jan-25,56,Kano,North West,5G Broadband Router,Female,5,Excellent,44,150GB FUP Monthly Unlimited,"?20,000.00",10,"?200,000.00",58.32,Yes,High Call Tarriffs
CUST0248,Boma Peterson,Jan-25,56,Kano,North West,Mobile SIM Card,Female,5,Excellent,44,3.2GB 2-Day Plan,"?1,000.00",15,"?15,000.00",56.66,Yes,High Call Tarriffs
CUST0249,Omamuzo Jones,Feb-25,66,Kano,North West,5G Broadband Router,Female,2,Fair,11,120GB Monthly Broadband Plan,"?24,000.00",12,"?288,000.00",135.62,No,
CUST0249,Omamuzo Jones,Feb-25,66,Kano,North West,Mobile SIM Card,Female,2,Fair,11,2.5GB 2-Day Plan,?900.00,18,"?16,200.00",110.93,No,
CUST0249,Omamuzo Jones,Feb-25,66,Kano,North West,Broadband MiFi,Female,2,Fair,11,150GB FUP Monthly Unlimited,"?20,000.00",1,"?20,000.00",25.09,No,
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,South East,4G Router,Male,2,Fair,48,10GB+10mins Monthly Plan,"?4,500.00",9,"?40,500.00",123.57,No,
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,South East,Broadband MiFi,Male,2,Fair,48,150GB FUP Monthly Unlimited,"?20,000.00",19,"?380,000.00",23.37,No,
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,South East,5G Broadband Router,Male,2,Fair,48,30GB Monthly Broadband Plan,"?9,000.00",18,"?162,000.00",170.35,No,
CUST0251,Zina Nicholson,Jan-25,25,Cross River,South South,5G Broadband Router,Male,2,Fair,17,300GB FUP Monthly Unlimited,"?30,000.00",8,"?240,000.00",134.42,No,
CUST0251,Zina Nicholson,Jan-25,25,Cross River,South South,4G Router,Male,2,Fair,17,65GB Monthly Plan,"?16,000.00",3,"?48,000.00",57.38,No,
CUST0252,Bala Graham,Mar-25,56,Yobe,North East,5G Broadband Router,Female,5,Excellent,22,300GB FUP Monthly Unlimited,"?30,000.00",8,"?240,000.00",1.46,Yes,Relocation
CUST0252,Bala Graham,Mar-25,56,Yobe,North East,Mobile SIM Card,Female,5,Excellent,22,10GB+10mins Monthly Plan,"?4,500.00",14,"?63,000.00",142.58,Yes,Relocation
CUST0253,Zainab Blackwell,Feb-25,62,Borno,North East,Mobile SIM Card,Female,4,Very Good,57,3.2GB 2-Day Plan,"?1,000.00",20,"?20,000.00",35.57,No,
CUST0253,Zainab Blackwell,Feb-25,62,Borno,North East,5G Broadband Router,Female,4,Very Good,57,150GB FUP Monthly Unlimited,"?20,000.00",5,"?100,000.00",168.44,No,
CUST0254,David Rodriguez,Jan-25,41,Edo,South South,Broadband MiFi,Male,1,Poor,47,120GB Monthly Broadband Plan,"?24,000.00",2,"?48,000.00",42.95,No,
CUST0254,David Rodriguez,Jan-25,41,Edo,South South,5G Broadband Router,Male,1,Poor,47,120GB Monthly Broadband Plan,"?24,000.00",18,"?432,000.00",108.92,No,
CUST0254,David Rodriguez,Jan-25,41,Edo,South South,4G Router,Male,1,Poor,47,165GB Monthly Plan,"?35,000.00",5,"?175,000.00",130.95,No,
CUST0255,Ejiro Miller,Feb-25,66,Osun,South West,5G Broadband Router,Female,5,Excellent,9,30GB Monthly Broadband Plan,"?9,000.00",20,"?180,000.00",132.7,No,
CUST0255,Ejiro Miller,Feb-25,66,Osun,South West,Mobile SIM Card,Female,5,Excellent,9,1.5GB 2-Day Plan,?600.00,5,"?3,000.00",151.56,No,
CUST0256,Alabo Smith,Feb-25,36,Enugu,South East,4G Router,Male,3,Good,48,25GB Monthly Plan,"?9,000.00",2,"?18,000.00",74.2,Yes,Better Offers from Competitors
CUST0256,Alabo Smith,Feb-25,36,Enugu,South East,Broadband MiFi,Male,3,Good,48,150GB FUP Monthly Unlimited,"?20,000.00",12,"?240,000.00",103.82,Yes,Better Offers from Competitors
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,North West,5G Broadband Router,Male,1,Poor,3,300GB FUP Monthly Unlimited,"?30,000.00",13,"?390,000.00",75.64,No,
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,North West,Mobile SIM Card,Male,1,Poor,3,7GB Monthly Plan,"?3,500.00",3,"?10,500.00",117.74,No,
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,North West,4G Router,Male,1,Poor,3,25GB Monthly Plan,"?9,000.00",8,"?72,000.00",75.58,No,
CUST0258,Sarah Munoz,Feb-25,67,Ekiti,South West,Mobile SIM Card,Female,5,Excellent,32,65GB Monthly Plan,"?16,000.00",9,"?144,000.00",103.15,Yes,Poor Customer Service
CUST0258,Sarah Munoz,Feb-25,67,Ekiti,South West,Broadband MiFi,Female,5,Excellent,32,150GB FUP Monthly Unlimited,"?20,000.00",6,"?120,000.00",30.47,Yes,Poor Customer Service
CUST0259,Ejiro Collins,Mar-25,31,Osun,South West,Mobile SIM Card,Female,1,Poor,52,1.5GB 2-Day Plan,?600.00,14,"?8,400.00",129.63,No,
CUST0259,Ejiro Collins,Mar-25,31,Osun,South West,Broadband MiFi,Female,1,Poor,52,30GB Monthly Broadband Plan,"?9,000.00",5,"?45,000.00",49.11,No,
CUST0260,Amina Johns,Feb-25,33,Zamfara,North West,Mobile SIM Card,Male,1,Poor,58,1GB+1.5mins Daily Plan,?500.00,7,"?3,500.00",189.48,Yes,Poor Customer Service
CUST0260,Amina Johns,Feb-25,33,Zamfara,North West,5G Broadband Router,Male,1,Poor,58,1.5TB Yearly Broadband Plan,"?150,000.00",16,"?2,400,000.00",121.5,Yes,Poor Customer Service
CUST0260,Amina Johns,Feb-25,33,Zamfara,North West,Broadband MiFi,Male,1,Poor,58,60GB Monthly Broadband Plan,"?14,500.00",14,"?203,000.00",34.53,Yes,Poor Customer Service
CUST0261,Obinna Simon,Mar-25,39,Zamfara,North West,4G Router,Female,4,Very Good,11,165GB Monthly Plan,"?35,000.00",4,"?140,000.00",77.4,No,
CUST0262,Funke Alexander,Feb-25,41,Bauchi,North East,Broadband MiFi,Female,5,Excellent,53,30GB Monthly Broadband Plan,"?9,000.00",5,"?45,000.00",96.71,Yes,Fast Data Consumption
CUST0262,Funke Alexander,Feb-25,41,Bauchi,North East,5G Broadband Router,Female,5,Excellent,53,30GB Monthly Broadband Plan,"?9,000.00",14,"?126,000.00",179.45,Yes,Fast Data Consumption
CUST0262,Funke Alexander,Feb-25,41,Bauchi,North East,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,"?6,500.00",2,"?13,000.00",84.43,Yes,Fast Data Consumption
CUST0263,Sarah Fritz,Feb-25,70,Osun,South West,Broadband MiFi,Female,3,Good,51,300GB FUP Monthly Unlimited,"?30,000.00",8,"?240,000.00",95.69,No,
CUST0263,Sarah Fritz,Feb-25,70,Osun,South West,4G Router,Female,3,Good,51,65GB Monthly Plan,"?16,000.00",18,"?288,000.00",57.01,No,
CUST0263,Sarah Fritz,Feb-25,70,Osun,South West,Mobile SIM Card,Female,3,Good,51,20GB Monthly Plan,"?7,500.00",1,"?7,500.00",51.93,No,
CUST0264,Tunde Smith,Feb-25,31,Bauchi,North East,Mobile SIM Card,Male,3,Good,25,165GB Monthly Plan,"?35,000.00",9,"?315,000.00",130.49,No,
CUST0265,Saidu Martinez,Feb-25,70,Gombe,North East,Mobile SIM Card,Female,2,Fair,44,16.5GB+10mins Monthly Plan,"?6,500.00",9,"?58,500.00",111.2,No,
CUST0265,Saidu Martinez,Feb-25,70,Gombe,North East,Broadband MiFi,Female,2,Fair,44,300GB FUP Monthly Unlimited,"?30,000.00",13,"?390,000.00",115.74,No,
CUST0265,Saidu Martinez,Feb-25,70,Gombe,North East,4G Router,Female,2,Fair,44,10GB+10mins Monthly Plan,"?4,500.00",4,"?18,000.00",171.07,No,
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),North Central,Broadband MiFi,Male,3,Good,14,30GB Monthly Broadband Plan,"?9,000.00",5,"?45,000.00",160.97,No,
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),North Central,Mobile SIM Card,Male,3,Good,14,12.5GB Monthly Plan,"?5,500.00",14,"?77,000.00",185.21,No,
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),North Central,4G Router,Male,3,Good,14,65GB Monthly Plan,"?16,000.00",8,"?128,000.00",13.28,No,
CUST0267,Ejiro Mendoza,Feb-25,26,Rivers,South South,Broadband MiFi,Female,5,Excellent,60,60GB Monthly Broadband Plan,"?14,500.00",7,"?101,500.00",88.07,No,
CUST0267,Ejiro Mendoza,Feb-25,26,Rivers,South South,Mobile SIM Card,Female,5,Excellent,60,16.5GB+10mins Monthly Plan,"?6,500.00",2,"?13,000.00",57.56,No,
CUST0268,Michael Peterson,Feb-25,45,Abuja (FCT),North Central,5G Broadband Router,Male,1,Poor,24,450GB 3-Month Broadband Plan,"?75,000.00",13,"?975,000.00",70.95,No,
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,North East,5G Broadband Router,Male,1,Poor,48,60GB Monthly Broadband Plan,"?14,500.00",7,"?101,500.00",121.47,No,
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,North East,4G Router,Male,1,Poor,48,165GB Monthly Plan,"?35,000.00",19,"?665,000.00",185.98,No,
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,North East,Mobile SIM Card,Male,1,Poor,48,2.5GB 2-Day Plan,?900.00,14,"?12,600.00",52.59,No,
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,North West,5G Broadband Router,Female,5,Excellent,22,450GB 3-Month Broadband Plan,"?75,000.00",8,"?600,000.00",112.85,No,
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,North West,Mobile SIM Card,Female,5,Excellent,22,7GB Monthly Plan,"?3,500.00",15,"?52,500.00",192.27,No,
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,North West,Mobile SIM Card,Female,5,Excellent,22,165GB Monthly Plan,"?35,000.00",1,"?35,000.00",179.36,No,
CUST0271,John Benson,Feb-25,30,Edo,South South,5G Broadband Router,Male,2,Fair,25,30GB Monthly Broadband Plan,"?9,000.00",9,"?81,000.00",140.31,No,
CUST0271,John Benson,Feb-25,30,Edo,South South,Mobile SIM Card,Male,2,Fair,25,500MB Daily Plan,?350.00,13,"?4,550.00",57.81,No,
CUST0272,Tega Cooper,Mar-25,25,Enugu,South East,Mobile SIM Card,Female,2,Fair,21,10GB+10mins Monthly Plan,"?4,500.00",7,"?31,500.00",100.05,No,
CUST0272,Tega Cooper,Mar-25,25,Enugu,South East,5G Broadband Router,Female,2,Fair,21,60GB Monthly Broadband Plan,"?14,500.00",9,"?130,500.00",147.22,No,
CUST0273,Fatima Lewis,Mar-25,45,Benue,North Central,Broadband MiFi,Male,2,Fair,54,60GB Monthly Broadband Plan,"?14,500.00",18,"?261,000.00",122.96,No,
CUST0274,Bola Duffy,Mar-25,77,Gombe,North East,5G Broadband Router,Female,4,Very Good,32,300GB FUP Monthly Unlimited,"?30,000.00",14,"?420,000.00",11.3,Yes,Better Offers from Competitors
CUST0274,Bola Duffy,Mar-25,77,Gombe,North East,Mobile SIM Card,Female,4,Very Good,32,165GB Monthly Plan,"?35,000.00",2,"?70,000.00",187.96,Yes,Better Offers from Competitors
CUST0274,Bola Duffy,Mar-25,77,Gombe,North East,Broadband MiFi,Female,4,Very Good,32,120GB Monthly Broadband Plan,"?24,000.00",6,"?144,000.00",69.78,Yes,Better Offers from Competitors
CUST0275,Zina Gallegos,Jan-25,31,Bauchi,North East,Broadband MiFi,Female,1,Poor,21,300GB FUP Monthly Unlimited,"?30,000.00",9,"?270,000.00",122.75,No,
CUST0275,Zina Gallegos,Jan-25,31,Bauchi,North East,Mobile SIM Card,Female,1,Poor,21,10GB+10mins Monthly Plan,"?4,500.00",8,"?36,000.00",109.94,No,
CUST0276,Zainab Rogers,Feb-25,76,Bayelsa,South South,5G Broadband Router,Female,4,Very Good,12,120GB Monthly Broadband Plan,"?24,000.00",19,"?456,000.00",90.42,Yes,High Call Tarriffs
CUST0276,Zainab Rogers,Feb-25,76,Bayelsa,South South,4G Router,Female,4,Very Good,12,10GB+10mins Monthly Plan,"?4,500.00",8,"?36,000.00",195.86,Yes,High Call Tarriffs
CUST0277,Ngozi Dunn,Feb-25,50,Imo,South East,Mobile SIM Card,Female,2,Fair,55,2.5GB 2-Day Plan,?900.00,16,"?14,400.00",35.73,Yes,High Call Tarriffs
CUST0278,Amaka Johnson,Jan-25,56,Yobe,North East,4G Router,Female,4,Very Good,17,25GB Monthly Plan,"?9,000.00",4,"?36,000.00",95.57,Yes,Poor Customer Service
CUST0279,Alabo Carlson,Mar-25,58,Edo,South South,Mobile SIM Card,Female,3,Good,24,10GB+10mins Monthly Plan,"?4,500.00",10,"?45,000.00",195.88,Yes,Poor Network
CUST0279,Alabo Carlson,Mar-25,58,Edo,South South,5G Broadband Router,Female,3,Good,24,200GB Monthly Broadband Plan,"?25,000.00",17,"?425,000.00",65.36,Yes,Poor Network
CUST0280,Grace Brock,Mar-25,73,Katsina,North West,4G Router,Female,4,Very Good,40,25GB Monthly Plan,"?9,000.00",20,"?180,000.00",84.65,No,
CUST0281,Tamuno Ortiz,Feb-25,25,Katsina,North West,5G Broadband Router,Male,3,Good,22,450GB 3-Month Broadband Plan,"?75,000.00",15,"?1,125,000.00",54.61,No,
CUST0281,Tamuno Ortiz,Feb-25,25,Katsina,North West,Mobile SIM Card,Male,3,Good,22,7GB Monthly Plan,"?3,500.00",17,"?59,500.00",149.71,No,
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),North Central,5G Broadband Router,Male,2,Fair,55,60GB Monthly Broadband Plan,"?14,500.00",4,"?58,000.00",33.8,No,
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),North Central,Mobile SIM Card,Male,2,Fair,55,3.2GB 2-Day Plan,"?1,000.00",16,"?16,000.00",13.23,No,
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),North Central,Broadband MiFi,Male,2,Fair,55,120GB Monthly Broadband Plan,"?24,000.00",13,"?312,000.00",11.24,No,
CUST0283,Sarah Ballard,Feb-25,26,Anambra,South East,5G Broadband Router,Female,1,Poor,40,60GB Monthly Broadband Plan,"?14,500.00",15,"?217,500.00",147.65,No,
CUST0283,Sarah Ballard,Feb-25,26,Anambra,South East,Broadband MiFi,Female,1,Poor,40,150GB FUP Monthly Unlimited,"?20,000.00",6,"?120,000.00",26.69,No,
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,South West,5G Broadband Router,Female,4,Very Good,56,300GB FUP Monthly Unlimited,"?30,000.00",18,"?540,000.00",193.92,No,
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,South West,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,?600.00,15,"?9,000.00",118.37,No,
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,South West,4G Router,Female,4,Very Good,56,165GB Monthly Plan,"?35,000.00",18,"?630,000.00",104.93,No,
CUST0285,Maryam Gates,Jan-25,60,Taraba,North East,5G Broadband Router,Male,4,Very Good,52,120GB Monthly Broadband Plan,"?24,000.00",17,"?408,000.00",2.61,No,
CUST0285,Maryam Gates,Jan-25,60,Taraba,North East,Broadband MiFi,Male,4,Very Good,52,150GB FUP Monthly Unlimited,"?20,000.00",16,"?320,000.00",69.11,No,
CUST0286,David George,Jan-25,17,Yobe,North East,4G Router,Female,4,Very Good,20,10GB+10mins Monthly Plan,"?4,500.00",18,"?81,000.00",82.64,No,
CUST0286,David George,Jan-25,17,Yobe,North East,Mobile SIM Card,Female,4,Very Good,20,12.5GB Monthly Plan,"?5,500.00",6,"?33,000.00",79.25,No,
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,South West,5G Broadband Router,Female,2,Fair,6,450GB 3-Month Broadband Plan,"?75,000.00",3,"?225,000.00",38.01,No,
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,South West,4G Router,Female,2,Fair,6,10GB+10mins Monthly Plan,"?4,500.00",4,"?18,000.00",27.76,No,
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,South West,Mobile SIM Card,Female,2,Fair,6,12.5GB Monthly Plan,"?5,500.00",9,"?49,500.00",123.74,No,
CUST0288,Grace Chaney,Jan-25,40,Niger,North Central,5G Broadband Router,Male,5,Excellent,10,1.5TB Yearly Broadband Plan,"?150,000.00",8,"?1,200,000.00",145.56,Yes,Poor Network
CUST0288,Grace Chaney,Jan-25,40,Niger,North Central,Broadband MiFi,Male,5,Excellent,10,30GB Monthly Broadband Plan,"?9,000.00",16,"?144,000.00",30.56,Yes,Poor Network
CUST0289,Fatima Wheeler,Feb-25,59,Kogi,North Central,5G Broadband Router,Female,3,Good,51,150GB FUP Monthly Unlimited,"?20,000.00",5,"?100,000.00",168.79,No,
CUST0290,Sade Ryan,Feb-25,50,Kebbi,North West,Mobile SIM Card,Male,2,Fair,35,3.2GB 2-Day Plan,"?1,000.00",8,"?8,000.00",194.93,Yes,Better Offers from Competitors
CUST0290,Sade Ryan,Feb-25,50,Kebbi,North West,Broadband MiFi,Male,2,Fair,35,60GB Monthly Broadband Plan,"?14,500.00",15,"?217,500.00",154.36,Yes,Better Offers from Competitors
CUST0291,Halima Mahoney,Jan-25,20,Benue,North Central,Mobile SIM Card,Female,5,Excellent,48,20GB Monthly Plan,"?7,500.00",10,"?75,000.00",136.45,No,
CUST0292,Ese Rose,Feb-25,36,Rivers,South South,4G Router,Male,3,Good,17,165GB Monthly Plan,"?35,000.00",6,"?210,000.00",65.24,Yes,Poor Network
CUST0292,Ese Rose,Feb-25,36,Rivers,South South,Broadband MiFi,Male,3,Good,17,300GB FUP Monthly Unlimited,"?30,000.00",13,"?390,000.00",117.15,Yes,Poor Network
CUST0292,Ese Rose,Feb-25,36,Rivers,South South,5G Broadband Router,Male,3,Good,17,60GB Monthly Broadband Plan,"?14,500.00",2,"?29,000.00",2.28,Yes,Poor Network
CUST0293,John Jones,Feb-25,35,Gombe,North East,Broadband MiFi,Male,4,Very Good,16,300GB FUP Monthly Unlimited,"?30,000.00",18,"?540,000.00",129.09,Yes,Relocation
CUST0293,John Jones,Feb-25,35,Gombe,North East,Mobile SIM Card,Male,4,Very Good,16,3.2GB 2-Day Plan,"?1,000.00",8,"?8,000.00",25.6,Yes,Relocation
CUST0294,Ese Bailey,Feb-25,60,Nasarawa,North Central,Broadband MiFi,Male,3,Good,2,60GB Monthly Broadband Plan,"?14,500.00",18,"?261,000.00",112.03,No,
CUST0294,Ese Bailey,Feb-25,60,Nasarawa,North Central,4G Router,Male,3,Good,2,165GB Monthly Plan,"?35,000.00",6,"?210,000.00",38.36,No,
CUST0295,David Higgins,Feb-25,60,Niger,North Central,5G Broadband Router,Female,1,Poor,18,200GB Monthly Broadband Plan,"?25,000.00",17,"?425,000.00",91.09,No,
CUST0295,David Higgins,Feb-25,60,Niger,North Central,4G Router,Female,1,Poor,18,165GB Monthly Plan,"?35,000.00",1,"?35,000.00",146.86,No,
CUST0296,Ejiro Scott,Feb-25,46,Niger,North Central,4G Router,Male,2,Fair,43,25GB Monthly Plan,"?9,000.00",11,"?99,000.00",64.86,No,
CUST0296,Ejiro Scott,Feb-25,46,Niger,North Central,5G Broadband Router,Male,2,Fair,43,150GB FUP Monthly Unlimited,"?20,000.00",3,"?60,000.00",19.7,No,
CUST0297,Bola Spencer,Jan-25,32,Enugu,South East,Mobile SIM Card,Male,4,Very Good,13,16.5GB+10mins Monthly Plan,"?6,500.00",19,"?123,500.00",124.98,Yes,Poor Network
CUST0297,Bola Spencer,Jan-25,32,Enugu,South East,5G Broadband Router,Male,4,Very Good,13,120GB Monthly Broadband Plan,"?24,000.00",8,"?192,000.00",10.29,Yes,Poor Network
CUST0297,Bola Spencer,Jan-25,32,Enugu,South East,4G Router,Male,4,Very Good,13,65GB Monthly Plan,"?16,000.00",7,"?112,000.00",3.11,Yes,Poor Network
CUST0298,Grace Davis,Feb-25,26,Sokoto,North West,5G Broadband Router,Male,3,Good,24,30GB Monthly Broadband Plan,"?9,000.00",10,"?90,000.00",146.99,No,
CUST0299,Kunle Fuller,Feb-25,43,Bauchi,North East,4G Router,Male,5,Excellent,7,10GB+10mins Monthly Plan,"?4,500.00",18,"?81,000.00",111.91,No,
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,South West,Mobile SIM Card,Female,1,Poor,45,1.5GB 2-Day Plan,?600.00,20,"?12,000.00",107.01,Yes,Poor Customer Service
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,South West,5G Broadband Router,Female,1,Poor,45,1.5TB Yearly Broadband Plan,"?150,000.00",11,"?1,650,000.00",186.74,Yes,Poor Customer Service
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,South West,4G Router,Female,1,Poor,45,25GB Monthly Plan,"?9,000.00",14,"?126,000.00",169.05,Yes,Poor Customer Service
CUST0301,Boma Knight,Mar-25,57,Imo,South East,Mobile SIM Card,Male,3,Good,25,2.5GB 2-Day Plan,?900.00,20,"?18,000.00",196.6,No,
CUST0301,Boma Knight,Mar-25,57,Imo,South East,Broadband MiFi,Male,3,Good,25,30GB Monthly Broadband Plan,"?9,000.00",10,"?90,000.00",103.76,No,
CUST0302,Tunde Wallace,Mar-25,54,Osun,South West,5G Broadband Router,Male,1,Poor,55,150GB FUP Monthly Unlimited,"?20,000.00",12,"?240,000.00",8.03,No,
CUST0302,Tunde Wallace,Mar-25,54,Osun,South West,Mobile SIM Card,Male,1,Poor,55,1.5GB 2-Day Plan,?600.00,12,"?7,200.00",28.11,No,
CUST0302,Tunde Wallace,Mar-25,54,Osun,South West,Broadband MiFi,Male,1,Poor,55,120GB Monthly Broadband Plan,"?24,000.00",9,"?216,000.00",50.35,No,
CUST0303,Maryam Walker,Jan-25,27,Kebbi,North West,Mobile SIM Card,Male,3,Good,47,3.2GB 2-Day Plan,"?1,000.00",10,"?10,000.00",119.25,No,
CUST0304,Bola Castro,Mar-25,64,Katsina,North West,Mobile SIM Card,Male,3,Good,59,500MB Daily Plan,?350.00,20,"?7,000.00",149.66,No,
CUST0304,Bola Castro,Mar-25,64,Katsina,North West,Broadband MiFi,Male,3,Good,59,30GB Monthly Broadband Plan,"?9,000.00",13,"?117,000.00",126.96,No,
CUST0305,Sade Shepard,Feb-25,55,Bauchi,North East,Mobile SIM Card,Male,3,Good,21,65GB Monthly Plan,"?16,000.00",13,"?208,000.00",134.89,No,
